%Time	air T	T Winkler	T Boone
734555.0833	45.7	37.38	43.04
734555.125	41.9	37	42.69
734555.1667	37.7	36.68	42.76
734555.2083	49.89999997	36.43	42.86
734555.25	51.6	36.33	42.81
734555.2917	53.1	36.37	42.85
734555.3333	55.49999999	36.51	42.94
734555.375	58.6	36.67	43.85
734555.4167	60.3	36.86	44.41
734555.4583	62.89999999	37.2	46.65
734555.5	65.3	37.72	48.53
734555.5417	66.1	38.85	48.88
734555.5833	70.09999999	40.34	49.75
734555.625	70.2	41.77	50.03
734555.6667	67.1	42.97	49.63
734555.7083	63.40000001	43.77	48.37
734555.75	59.7	43.94	47.21
734555.7917	59	43.49	46.57
734555.8333	60.3	42.55	46.21
734555.875	60.7	41.73	45.8
734555.9167	59.8	40.97	45.44
734555.9583	60.9	40.28	45.05
734556	60.93114754	39.69	44.8
734556.0417	56.8	39.24	44.5
734556.0833	52.90000001	38.81	44.38
734556.125	49.3	38.45	44.24
734556.1667	47.2	38.31	44.25
734556.2083	47	38.25	44.17
734556.25	46.8	38.22	44.1
734556.2917	46.4	38.09	43.96
734556.3333	46.8	37.91	43.92
734556.375	48.1	37.72	44.59
734556.4167	50.1	37.69	46.32
734556.4583	50.2	38.06	48.02
734556.5	50.8	38.79	48.32
734556.5417	53.2	40.41000001	48.51
734556.5833	53.2	41.95	48.23
734556.625	52.5	42.25	48.01
734556.6667	52	42.51	47.81
734556.7083	49.40000001	42.68	47.84
734556.75	45.3	42.63	47.91
734556.7917	44.4	42.58	47.52
734556.8333	43.8	42.32	47.27
734556.875	42.7	42	47.26
734556.9167	42.6	41.81	46.31
734556.9583	36.40000002	41.81	43.76
734557	35.89016393	41.73	44.52
734557.0417	35.3	41.72	45.49
734557.0833	34.1	41.77	45.85
734557.125	33.4	41.87	46.44
734557.1667	33.6	41.99	46.72
734557.2083	34	42.08	46.87
734557.25	34.2	42.14	47.09
734557.2917	34.2	42.22	46.83
734557.3333	35.1	42.07	46.98
734557.375	36.5	41.85	47.68
734557.4167	39.4	42.17	49.51
734557.4583	44.59999999	42.73	50.9
734557.5	45	43.54	52.76
734557.5417	50.2	45.04	53.75
734557.5833	50.8	46.27	54.73
734557.625	54.1	47.76	55
734557.6667	52.5	49.1	54.72
734557.7083	51.5	49.73	53.27
734557.75	48.5	49.73	52.25
734557.7917	45.5	49.3	51.55
734557.8333	44.2	48.43	50.98
734557.875	43.6	47.61	50.65
734557.9167	42.5	46.93	50.35
734557.9583	38.50000001	46.31	50
734558	36.68360656	45.72	49.64
734558.0417	35.7	45.22	49.43
734558.0833	34.5	44.82	49.26
734558.125	41	44.49	49.17
734558.1667	42.4	44.23	49.17
734558.2083	43.1	44.01	49.19
734558.25	42.6	43.91	49.08
734558.2917	41.4	43.85	49.08
734558.3333	41.4	43.77	49.31
734558.375	42.5	43.78	49.9
734558.4167	43.4	44.06	51.78
734558.4583	43.4	44.9	52.98
734558.5	44	46.2	53.1
734558.5417	42.4	47.4	53.57
734558.5833	42.8	48.34	54.1
734558.625	43.3	49.03	52.4
734558.6667	42.6	48.54	51.72
734558.7083	42.6	48.06	50.57
734558.75	42	47.81	48.9
734558.7917	44.8	46.74	47.43
734558.8333	47.89999999	45.21	46.66
734558.875	48	43.89	45.71
734558.9167	49.1	42.89	45.1
734558.9583	50.3	41.95	44.62
734559	50.11639344	41.19	43.95
734559.0417	51.1	40.45	43.74
734559.0833	49.00000001	39.82	43.26
734559.125	49.5	39.21	42.86
734559.1667	47.4	38.67	42.72
734559.2083	50.59999999	38.31	42.41
734559.25	51.9	37.95	42.01
734559.2917	52.9	37.59	41.72
734559.3333	53.4	37.18	41.34
734559.375	55.8	36.79	42.28
734559.4167	54	36.68	43.24
734559.4583	54.9	37	43.57
734559.5	53.8	37.65	43.83
734559.5417	49	38.25	44.56
734559.5833	46.50000001	38.96	44.66
734559.625	45.7	39.47	44.81
734559.6667	44.7	39.8	44.68
734559.7083	44.3	39.95	43.98
734559.75	40.8	39.84	42.97
734559.7917	38.8	39.44	42.65
734559.8333	36.20000001	38.7	42
734559.875	35.2	37.94	41.78
734559.9167	33.7	37.49	41.73
734559.9583	33.2	37.06	41.76
734560	32.58360656	36.68	41.6
734560.0417	31.6	36.33	41.49
734560.0833	31	36.05	41.35
734560.125	31	35.78	41.38
734560.1667	28.8	35.58	41.25
734560.2083	27.6	35.37	40.83
734560.25	26.7	35.11	40.68
734560.2917	27.9	34.94	40.72
734560.3333	27.8	34.73	40.76
734560.375	35.6	34.59	41.64
734560.4167	37.2	34.58	43.52
734560.4583	40.69999999	35.04	45.6
734560.5	45.1	35.8	47.43
734560.5417	48.2	40.33	48.78
734560.5833	50.99999999	41.87	49.75
734560.625	52.4	43.34	49.84
734560.6667	51.2	44.48	49.4
734560.7083	50.1	45.12	49.30000001
734560.75	48.2	45.02	47.72
734560.7917	46.2	44.23	46.74
734560.8333	45.7	43.14	46.04
734560.875	45.8	42.24	45.68
734560.9167	46	41.52	45.31
734560.9583	46.7	40.91	45
734561	49.3852459	40.4	44.8
734561.0417	48.5	39.97	44.61
734561.0833	48.2	39.69	44.27
734561.125	50.8	39.39	44.13
734561.1667	52.8	39.14	43.97
734561.2083	52.3	38.96	43.84
734561.25	52.7	38.83	43.86
734561.2917	54.7	38.71	44
734561.3333	57.49999999	38.73	44.67
734561.375	59.5	38.99	45.7
734561.4167	61.1	39.48	46.56
734561.4583	61.3	40.32	47.18
734561.5	59.4	41.27	48.41
734561.5417	60	42.53	49.19
734561.5833	60.5	43.38	50.08
734561.625	61.3	43.87	50.09
734561.6667	58.4	44.31	50.5
734561.7083	57.4	44.52	52.66
734561.75	57.4	44.63	51.31
734561.7917	55	44.46	50.03
734561.8333	52.40000001	44.2	49.37
734561.875	53.5	43.97	48.82
734561.9167	50.7	43.65	48.56
734561.9583	59.09999998	43.39	48.68
734562	59.99016393	43.26	48.69
734562.0417	59.4	43.31	48.8
734562.0833	59.6	43.32	48.72
734562.125	59.2	43.48	48.82
734562.1667	59.5	43.71	48.85
734562.2083	58.4	43.85	48.85
734562.25	57.9	44.13	48.82
734562.2917	57.4	44.07	48.61
734562.3333	58.6	43.89	48.87
734562.375	63.8	43.77	49.87
734562.4167	66.4	43.93	51.47
734562.4583	65.4	44.71	51.79
734562.5	61.6	45.69	51.82
734562.5417	63.2	46.15	54.11
734562.5833	63.5	46.75	52.92
734562.625	54.5	47.29	53.17
734562.6667	54.7	47.28	51.71
734562.7083	52.40000001	46.94	50.59
734562.75	52.5	46.39	49.65
734562.7917	51.2	45.84	48.99
734562.8333	51.9	45.27	48.67
734562.875	52.1	44.81	48.57
734562.9167	50.9	44.54	48.51
734562.9583	47.70000001	44.41	48.4
734563	44.98196721	44.32	48.03
734563.0417	43.9	44.11	47.62
734563.0833	40.90000001	43.81	47.08
734563.125	37.4	43.43	46.27
734563.1667	36.3	42.88	45.51
734563.2083	35.3	42.34	44.72
734563.25	33.6	41.85	44.21
734563.2917	32.8	41.45	43.94
734563.3333	32.9	41.21	44.03
734563.375	40.2	41.11	44.6
734563.4167	43.9	41.05	46.01
734563.4583	46.99999999	41.34	47.52
734563.5	50	42.23	49.04
734563.5417	54.7	43.32	50.28
734563.5833	52.30000001	44.62	51.17
734563.625	52.9	45.77	51.37
734563.6667	51.6	46.4	50.8
734563.7083	51.4	46.4	49.39
734563.75	48.6	45.73	47.9
734563.7917	44.3	44.72	47.05
734563.8333	40.30000001	43.81	46.47
734563.875	38.2	43.14	45.91
734563.9167	35.2	42.61	45.47
734563.9583	33.8	42.12	45.08
734564	32.57704918	41.72	44.68
734564.0417	31.2	41.39	44.33
734564.0833	29.9	41.1	44.12
734564.125	28.6	40.78	43.8
734564.1667	27.9	40.44	43.67
734564.2083	28.5	40.18	43.46
734564.25	28.7	39.98	43.28
734564.2917	40.3	39.88	43.16
734564.3333	40.1	39.8	43.18
734564.375	46.8	39.77	44.28
734564.4167	48.1	40	45.98
734564.4583	51.29999999	40.58	47.88999999
734564.5	52.9	41.87	49.72
734564.5417	53.5	43.33	51.02
734564.5833	55	44.81	51.8
734564.625	56.7	46.09	51.98
734564.6667	57.5	46.92	51.47
734564.7083	56.1	47.19	50.03000001
734564.75	53.1	46.75	48.36
734564.7917	48.5	45.75	47.57
734564.8333	46.8	44.64	47.02
734564.875	43.3	43.68	46.44
734564.9167	43.6	42.94	45.96
734564.9583	42.1	42.33	45.53
734565	41.23442623	41.84	45.26
734565.0417	37.3	41.41	44.93
734565.0833	32.20000001	40.99	44.56
734565.125	36	40.58	44.25
734565.1667	32.9	40.21	43.86
734565.2083	31.5	39.92	43.61
734565.25	29.9	39.66	43.33
734565.2917	29.9	39.41	43.09
734565.3333	31	39.18	43.08
734565.375	41.4	39.02	43.95
734565.4167	44.7	39.09	45.59
734565.4583	48.49999999	39.5	47.58999999
734565.5	50.5	40.64	49.43
734565.5417	52.6	42.24	50.81
734565.5833	51.5	43.82	51.55
734565.625	52.3	45.34	51.37
734565.6667	51.3	46.25	50.43
734565.7083	48.90000001	46.58	49.08
734565.75	45.9	46.26	47.74
734565.7917	43.3	45.22	46.75
734565.8333	41.6	44.19	46.11
734565.875	40.3	43.29	45.53
734565.9167	39.3	42.63	45.05
734565.9583	37.9	42.09	44.75
734566	36.39344262	41.73	44.44
734566.0417	36	41.45	44.17
734566.0833	34.6	41.13	43.86
734566.125	34	40.71	43.56
734566.1667	32.9	40.37	43.38
734566.2083	31.5	40.07	43.04
734566.25	29.2	39.72	42.8
734566.2917	31	39.38	42.75
734566.3333	31	39.18	42.57
734566.375	38	38.97	43.41
734566.4167	41.4	38.99	44.86
734566.4583	43.1	39.55	46.30999999
734566.5	46.8	40.3	48.4
734566.5417	49.4	41.6	50.76
734566.5833	45.90000001	43.48999999	50.25
734566.625	45	45	49.22
734566.6667	45.9	45.86	48.78
734566.7083	44.9	46.24	47.95
734566.75	43.5	45.61	47.35
734566.7917	42.4	44.67	46.77
734566.8333	42.1	43.74	46.3
734566.875	42.2	43	46.04
734566.9167	43	42.48	45.99
734566.9583	45.19999999	42.14	45.98
734567	45.4	41.96	46.07
734567.0417	45.4	41.93	46.09
734567.0833	45.1	41.96	46.09
734567.125	44.1	41.99	46.12
734567.1667	44	42.03	46.14
734567.2083	43.7	42.07	46.16
734567.25	43.4	42.09	46.08
734567.2917	44.6	42.12	46.24
734567.3333	45.8	42.12	46.35
734567.375	46	42.22	46.83
734567.4167	46.1	42.53	47.44
734567.4583	45.6	42.82	47.63
734567.5	46	43.06	47.83
734567.5417	47.4	43.28	48.15
734567.5833	48.3	43.74	48.56
734567.625	48.8	44.02	49
734567.6667	49.5	44.11	49.56
734567.7083	49.7	44.21	49.33
734567.75	49.8	44.16	48.76
734567.7917	49.9	44.08	48.33
734567.8333	50.1	44.03	48.13
734567.875	50.4	44.02	48
734567.9167	51.6	44.08	47.78
734567.9583	51.5	44.13	47.95
734568	51.90327869	44.2	48.01
734568.0417	52.1	44.27	48.19
734568.0833	52.5	44.39	48.29
734568.125	52.4	44.47	48.41
734568.1667	53	44.58	48.47
734568.2083	52.9	44.69	48.51
734568.25	52.1	44.79	48.05
734568.2917	52.7	44.69	47.99
734568.3333	46.80000002	44.51	46.89000001
734568.375	42.5	44.42	45.39
734568.4167	40.1	43.91	44.4
734568.4583	40	43.34	44
734568.5	41	42.91	44.81
734568.5417	37.8	42.89	44.63
734568.5833	36.5	42.53	43.39
734568.625	33.4	42.2	43.77
734568.6667	32.3	42.07	44.03
734568.7083	31.6	42.09	44.02
734568.75	30.9	41.93	43.83
734568.7917	30.6	41.75	43.72
734568.8333	30.3	41.65	43.61
734568.875	30.8	41.59	43.65
734568.9167	30.4	41.52	43.58
734568.9583	29.6	41.46	43.33
734569	28.89836066	41.3	43.26
734569.0417	28.8	41.14	43.19
734569.0833	28.8	40.97	43.2
734569.125	28.5	40.86	43.01
734569.1667	28.1	40.74	42.93
734569.2083	28	40.67	42.72
734569.25	28.1	40.54	42.47
734569.2917	27.5	40.44	42.3
734569.3333	28.3	40.25	42.49
734569.375	33.9	40.14	42.96
734569.4167	41.4	40.15	44.18
734569.4583	43.29999999	40.68	45.53
734569.5	46.2	41.62	46.91
734569.5417	47.7	42.74	47.76
734569.5833	47.9	43.74	48.05
734569.625	48.6	44.26	47.96
734569.6667	47.2	44.42	47.54
734569.7083	46.4	44.27	46.93
734569.75	43.7	43.77	46.35
734569.7917	41.5	43.2	45.8
734569.8333	38.30000001	42.79	45.37
734569.875	36.1	42.66	44.97
734569.9167	34.5	42.34	44.6
734569.9583	31.70000001	41.97	44.34
734570	30.29836066	41.52	44
734570.0417	30.2	41.14	43.79
734570.0833	29.1	40.89	43.65
734570.125	28.5	40.75	43.43
734570.1667	27.3	40.55	43.29
734570.2083	27.4	40.36	43.2
734570.25	27.2	40.22	43.04
734570.2917	26.6	40.08	42.96
734570.3333	30.19999999	39.97	43.17
734570.375	35.2	40.14	43.61
734570.4167	38	40.44	44.21
734570.4583	40.89999999	40.8	45.55
734570.5	41.7	41.54	47.14
734570.5417	45	42.53	48.58
734570.5833	43.4	43.69	48.95
734570.625	46.8	44.48	48.7
734570.6667	45.7	44.6	48.01
734570.7083	44.3	44.6	47.04
734570.75	42	44.12	46.21
734570.7917	40.4	43.44	45.43
734570.8333	40.2	42.8	45.14
734570.875	40.6	42.49	44.9
734570.9167	40.9	42.28	44.78
734570.9583	40.3	42.11	44.71
734571	40.18852459	41.98	44.56
734571.0417	39.5	41.82	44.51
734571.0833	39.5	41.72	44.42
734571.125	39.1	41.62	44.44
734571.1667	38.1	41.54	44.42
734571.2083	36.9	41.42	44.35
734571.25	35.1	41.41	44.48
734571.2917	35.1	41.34	43.86
734571.3333	35.2	41.22	42.98
734571.375	35.1	41.24	42.98
734571.4167	35.2	41.22	42.7
734571.4583	35.8	41.21	42.09
734571.5	36.7	41.22	41.73
734571.5417	38.1	41.35	42.7
734571.5833	39	41.6	42.87
734571.625	40.2	41.74	42.34
734571.6667	41.2	41.76	42.65
734571.7083	41.5	41.76	43.35
734571.75	42.1	41.88	43.71
734571.7917	41.2	42.12	44.35
734571.8333	41.6	42.24	44.62
734571.875	42.1	42.32	44.91
734571.9167	42.8	42.37	44.05
734571.9583	43	42.4	43.5
734572	43.39672131	42.42	43.92
734572.0417	43.2	42.48	44.76
734572.0833	43.8	42.56	45.05
734572.125	47.8	42.66	45.46
734572.1667	48.1	42.74	45.74
734572.2083	48.2	42.9	45.95
734572.25	48.9	43.03	46.1
734572.2917	44.6	43.14	46.23
734572.3333	45.8	43.26	46.4
734572.375	47.5	43.33	46.68
734572.4167	48	43.47	48.02
734572.4583	44.90000001	43.77	47.62
734572.5	43.1	43.78	46.85
734572.5417	44.9	43.59	47.05
734572.5833	44.1	43.74	47.49
734572.625	43.4	44.29	47.21
734572.6667	41.5	44.53	46.94
734572.7083	39.50000001	44.2	46.21
734572.75	37.2	43.69	45.61
734572.7917	35.3	43.12	44.99
734572.8333	34.3	42.62	44.24
734572.875	34	42.19	43.83
734572.9167	32.7	41.89	43.29
734572.9583	31.9	41.59	42.85
734573	30.89836066	41.25	42.53
734573.0417	30.8	40.92	42.48
734573.0833	30.3	40.55	42.26
734573.125	30	40.35	42.08
734573.1667	29.8	40.23	41.88
734573.2083	29.6	40.03	41.74
734573.25	29.4	39.87	41.83
734573.2917	29.4	39.8	41.84
734573.3333	29	39.67	41.93
734573.375	28.5	39.59	41.95
734573.4167	31.1	39.5	42.09
734573.4583	31.3	39.6	42.48
734573.5	33.7	39.79	42.94
734573.5417	34.4	40.2	43.43
734573.5833	32.8	40.62	43.53
734573.625	36.5	40.74	43.86
734573.6667	35.8	41	44.01
734573.7083	34.7	41.21	44.04
734573.75	35.2	41.25	43.61
734573.7917	34.2	41.08	43.08
734573.8333	34.3	40.74	42.74
734573.875	33.8	40.47	42.47
734573.9167	33.6	40.22	42.33
734573.9583	34.5	39.95	42.09
734574	34.99672131	39.75	41.92
734574.0417	34.8	39.54	41.78
734574.0833	34.1	39.38	41.72
734574.125	35.9	39.29	41.72
734574.1667	35.9	39.26	41.79
734574.2083	36.6	39.29	41.95
734574.25	37.4	39.34	42.11
734574.2917	38.2	39.35	42.26
734574.3333	42.89999999	39.33	42.44
734574.375	48.7	39.42	43.47
734574.4167	52.4	39.74	45.08
734574.4583	57.29999999	40.54	46.77
734574.5	58	41.86	48.46
734574.5417	59.6	43.38	49.89
734574.5833	61.99999999	45.04	50.85
734574.625	62.9	46.4	51.28
734574.6667	63.4	47.17	50.94
734574.7083	62.3	47.29	49.78
734574.75	60.2	46.71	48.58
734574.7917	57.3	45.63	47.79
734574.8333	56.2	44.65	47.22
734574.875	56.4	44.15	46.86
734574.9167	55.5	43.72	46.53
734574.9583	55.5	43.41	46.3
734575	55.4	43.08	46.2
734575.0417	55.4	42.89	46.05
734575.0833	54.3	42.85	45.97
734575.125	53.7	42.81	45.93
734575.1667	53	42.83	46.02
734575.2083	53	42.98	46.25
734575.25	52.2	43.12	46.17
734575.2917	51.5	43.13	46.09
734575.3333	52.3	43.06	46.21
734575.375	54.1	43.06	46.54
734575.4167	59.5	43.18	48.36
734575.4583	58.7	43.86	50.44999999
734575.5	59.9	45.44	51.75
734575.5417	60.7	46.69	52.7
734575.5833	62.89999999	48.11	53.42
734575.625	62.4	49.16	53.57
734575.6667	62.9	49.83	52.99
734575.7083	62.1	49.98	51.63
734575.75	59.8	49.34	50.15
734575.7917	56	48.14	49.26
734575.8333	55.2	46.92	48.72
734575.875	52.5	46.08	48.16
734575.9167	52.1	45.47	47.78
734575.9583	51.8	44.98	47.54
734576	50.93278689	44.47	47.29
734576.0417	46.9	44.09	47.06
734576.0833	44.30000001	43.68	46.86
734576.125	46.1	43.38	46.88
734576.1667	43.7	43.41	46.74
734576.2083	43	43.29	46.83
734576.25	43.6	43.34	46.85
734576.2917	43.6	43.31	46.65
734576.3333	43.7	43.25	46.66
734576.375	43.4	43.28	46.63
734576.4167	45.1	43.31	46.86
734576.4583	48.09999999	43.5	47.58
734576.5	50.6	44.06	48.7
734576.5417	50.6	45.03	49.8
734576.5833	52.59999999	46.13	49.78
734576.625	51.2	46.54	49.22
734576.6667	50.5	46.3	49.19
734576.7083	48.70000001	46.18	48.91
734576.75	47.6	45.96	48.32
734576.7917	45.6	45.61	47.78
734576.8333	44.4	45.18	47.28
734576.875	43.1	44.76	46.94
734576.9167	42.5	44.33	46.61
734576.9583	41.3	44	46.34
734577	40.58196721	43.68	46.14
734577.0417	39.5	43.39	45.9
734577.0833	39.9	43.14	45.85
734577.125	38.5	43.03	45.71
734577.1667	38.4	42.92	45.6
734577.2083	36.9	42.74	45.47
734577.25	36.1	42.63	45.35
734577.2917	35.8	42.48	45.26
734577.3333	36.4	42.3	45.31
734577.375	36.7	42.13	42.01
734577.4167	36.3	42	41.22
734577.4583	36	41.32	40.65
734577.5	37.6	41.33	42.6
734577.5417	35.9	41.51	44.38
734577.5833	36.3	41.97	45.12
734577.625	35.9	42.3	45.53
734577.6667	35.3	42.44	45.42
734577.7083	35.5	42.42	45.33
734577.75	36.1	42.35	45.2
734577.7917	36.4	42.28	45.24
734577.8333	36.9	42.24	45.26
734577.875	40.9	42.14	45.37
734577.9167	43.3	42.1	45.21
734577.9583	38.70000001	41.97	45.15
734578	36.57540984	41.87	45.05
734578.0417	35.1	41.84	44.9
734578.0833	34.1	41.78	44.74
734578.125	37.8	41.5	44.66
734578.1667	42.6	41.33	44.87
734578.2083	42.7	41.27	45.32
734578.25	42.2	41.48	45.51
734578.2917	42.6	41.7	45.63
734578.3333	43.1	41.92	45.76
734578.375	43.3	42.15	45.96
734578.4167	43.6	42.38	46.39
734578.4583	44	42.69	46.79
734578.5	45.2	43.1	46.85
734578.5417	46.8	43.48	47.45
734578.5833	47	44.2	48.23
734578.625	46.1	44.87	47.94
734578.6667	46.2	45.09	47.57
734578.7083	44.7	45.11	47.21
734578.75	43.9	44.91	46.97
734578.7917	42.5	44.51	46.45
734578.8333	42.1	43.95	45.86
734578.875	40.7	43.38	45.61
734578.9167	40.2	42.85	45.33
734578.9583	39.4	42.44	45.04
734579	37.8147541	42.05	44.92
734579.0417	38.7	41.81	44.87
734579.0833	38.1	41.8	44.73
734579.125	37.3	41.73	44.63
734579.1667	37.6	41.52	44.39
734579.2083	37.6	41.15	44.13
734579.25	38.9	40.74	43.99
734579.2917	39.5	40.5	43.9
734579.3333	40.9	40.35	44.26
734579.375	49.3	40.3	45.41
734579.4167	56.4	40.63	47.27
734579.4583	59.59999999	41.45	49.32999999
734579.5	62	43.11	51.27
734579.5417	63.4	45.05	53.22
734579.5833	65.69999999	47.14999999	54.78
734579.625	66.7	49.03	54.69
734579.6667	67.2	50.36	54.25
734579.7083	68.8	51.03	53.02000001
734579.75	65.4	50.92	51.38
734579.7917	59.8	49.94	50.29
734579.8333	57.20000001	48.52	49.59
734579.875	56.7	47.36	48.98
734579.9167	55	46.43	48.52
734579.9583	55.7	45.78	48.15
734580	49.89016393	45.26	47.89
734580.0417	55.3	44.85	47.65
734580.0833	60.89999998	44.46	47.54
734580.125	61.3	44.21	47.55
734580.1667	61.4	44.1	47.59
734580.2083	60.9	44.14	47.66
734580.25	60.2	44.2	47.73
734580.2917	59.8	44.29	47.73
734580.3333	61.59999999	44.4	48.14
734580.375	65	44.67	49.24
734580.4167	66.5	45.26	51.16
734580.4583	66	46.25	53.20999999
734580.5	68	47.88	54.83
734580.5417	71.6	49.74	57.25
734580.5833	72	51.77999999	57.86
734580.625	72.2	53.64	57.35
734580.6667	73	54.48	57.07
734580.7083	71.4	54.78	56.05
734580.75	68.5	54.48	54.38
734580.7917	65.6	53.55	53.32
734580.8333	64	52.1	52.48
734580.875	62.1	50.95	51.75
734580.9167	63.7	50.03	51.44
734580.9583	64.5	49.27	51.12
734581	64.9	48.92	51.04
734581.0417	64.9	48.68	51.09
734581.0833	64.2	48.64	51.19
734581.125	62.6	48.69	51.28
734581.1667	61.3	48.79	51.27
734581.2083	59.50000001	48.83	51.28
734581.25	56.7	48.78	51.16
734581.2917	55.4	48.79	51.03
734581.3333	57.39999999	48.71	50.96
734581.375	60.7	48.66	51.62
734581.4167	64.1	48.84	52.93
734581.4583	65	49.18	54.18
734581.5	68.9	49.98	55.28
734581.5417	68.4	50.6	56.54
734581.5833	68.9	51.71	57.17
734581.625	69.2	52.97	57.35
734581.6667	66.8	53.55	56.55
734581.7083	65.8	53.94	55.08
734581.75	62.4	53.6	53.56
734581.7917	59.5	52.75	52.43
734581.8333	56.60000001	51.64	51.62
734581.875	52.4	50.54	50.96
734581.9167	50.7	49.6	50.31
734581.9583	46.50000001	48.71	49.77
734582	45.44426229	47.98	49.36
734582.0417	48.1	47.35	49.07
734582.0833	45.50000001	46.81	48.92
734582.125	50.1	46.47	48.65
734582.1667	48.7	46.22	48.49
734582.2083	48	45.99	48.3
734582.25	46.3	45.81	47.96
734582.2917	45.5	45.61	47.89
734582.3333	45.2	45.42	47.97
734582.375	45.7	45.43	48.15
734582.4167	46.4	45.55	48.5
734582.4583	48	45.86	49.05
734582.5	51.3	46.32	50.09
734582.5417	51.9	47.22	50.25
734582.5833	52.4	48.13	50.93
734582.625	52.2	48.87	50.6
734582.6667	52.8	49.23	50.84
734582.7083	52.2	49.15	50.68
734582.75	51	49	50.17
734582.7917	49.7	48.84	49.58
734582.8333	49.3	48.4	49.3
734582.875	49	48.01	48.92
734582.9167	49.8	47.46	48.54
734582.9583	50	46.89	48.41
734583	50.09836066	46.43	48.25
734583.0417	50	46.1	48.08
734583.0833	51	45.78	48.13
734583.125	49.6	45.58	48.15
734583.1667	51.2	45.52	48.07
734583.2083	47.80000001	45.45	47.94
734583.25	50.4	45.35	47.95
734583.2917	54.7	45.22	48.07
734583.3333	58.89999999	45.12	48.75
734583.375	62.2	45.27	49.88
734583.4167	65.7	45.89	51.73
734583.4583	69.09999999	46.67	54.19999999
734583.5	68.2	48.41	55.86
734583.5417	69.5	50.27	56.95
734583.5833	70.1	52.1	57.41
734583.625	69.7	53.42	57.64
734583.6667	71.9	54.57	56.66
734583.7083	70.6	54.79	55.79
734583.75	67.4	54.62	54.16
734583.7917	64.6	53.91	53.22
734583.8333	63.4	52.85	52.56
734583.875	62.3	51.89	52.01
734583.9167	62.1	51.11	51.8
734583.9583	62	50.51	51.54
734584	61.98852459	50.14	51.37
734584.0417	61.3	49.77	51.18
